iteration,act_repeat,fit_epochs,rollout_score,iter_samples,num_samples,data_collect_time,dyn_loss_0,dyn_loss_gen_0,rew_loss_0,dyn_loss_1,dyn_loss_gen_1,rew_loss_1,dyn_loss_2,dyn_loss_gen_2,rew_loss_2,dyn_loss_3,dyn_loss_gen_3,rew_loss_3,model_update_time,policy_update_time,eval_score,eval_log_time,iter_time
0,2,25,12.436198897111757,4000,4000,3.3780016899108887,0.027765663450255114,0.004952716,0.002903916859341895,0.02730662529082859,0.0040772846,0.0028144950868890565,0.025336311472689405,0.006392289,0.002711401677087826,0.025660449748530108,0.0056774113,0.0027146564166554634,5.1462321281433105,10.443590879440308,135.4589699758639,0.15312671661376953,19.120951414108276
1,,25,90.34806853193524,1029,1029,0.8162581920623779,0.016970319800417532,0.00010794428,0.0014137892179529774,0.01844728814268654,0.00010995932,0.0017067296218804338,0.016058593438091604,9.870497e-05,0.0013384150965562599,0.015932236205447804,0.00010993121,0.001649159710557962,7.39825701713562,11.890519380569458,166.4033914316723,0.24274230003356934,20.347776889801025
2,,25,157.7917858477131,1024,1024,0.8640239238739014,0.012045627770324549,5.1495703e-05,0.001124016627997022,0.013136201469158684,5.5065564e-05,0.001054229611461913,0.012101559520319657,4.9534163e-05,0.0010667694775663593,0.012501492785910765,4.755316e-05,0.001046182128549036,8.217809915542603,11.726764678955078,355.0498980577828,0.4481539726257324,21.256752490997314
3,,25,423.4022636458246,1079,1079,0.8328745365142822,0.015591284958645701,0.002114095,0.0010895093491853913,0.015631499380106106,0.0020704418,0.0009777686991583323,0.01632648252416402,0.0018947229,0.0010504352030693553,0.014960067754145712,0.002184307,0.0010234842520731036,9.612287044525146,12.854320764541626,400.0099556915164,0.5734553337097168,23.87293767929077
4,,25,766.4899179519641,1320,1320,1.0195674896240234,0.01179851414874578,3.456729e-05,0.0010248838374629999,0.01110072522304761,3.714421e-05,0.0008545270434413583,0.011143390734035235,2.779468e-05,0.0008945071514552602,0.011145055676117921,3.550207e-05,0.0009632319173154732,11.70009970664978,17.469034433364868,467.0644536202866,0.6760432720184326,30.864744901657104
